payload_commit_msg,repository_language
transfer.py with generic upload_directory(). Yay! will need to port scripts to this and test,Python
"SDL mouse support completely added Finished re-adding mouse support. Yay :)! Note that it could be written a little better (example: I should be using SDL_SetRelativeMouseMode, but that function isn't present in the headers I have). However, it seems to act as expected, and has no significant bugs.",C++
"SDL mouse support completely added Finished re-adding mouse support. Yay :)! Note that it could be written a little better (example: I should be using SDL_SetRelativeMouseMode, but that function isn't present in the headers I have). However, it seems to act as expected, and has no significant bugs.",C++
yes,JavaScript
Fixed [JACKSON-368]; one of infamous 'failing' cases... (yay!),Java
Yay case sensitivity,JavaScript
the first working version of a clock display. yay,Python
"yay, you can issue effect and volume commands now!",C++
More informative error messages: moving the detailed validation errors in readable form up to the user interface. > > Error handling as a service to the user -- yes\!,Python
Reworking the logic to accept only tracks with access=yes.,C++
Ensure invalid ip address 0.0.0.0 cannot be used for connecting to localhost via ssh (yes it happens),Python
"There is no other_universe_node crap anymore, yAy",Python
bollards are ignored if access=yes tag is set at the node.,C++
"Package uninstallation should work everywhere now Yes, packageView.tpl seems to be still buggy, investigating this tomorrow or whatever. Fixes #498",PHP
yay!,Python
"Fixed the fucking squigglies, and made routes work. Yay!",PHP
"Remove erroneous backslash The backslash at the end of the line wasn't a line continuation, and turned the following string into a reference. Yay perl!",Perl
Yay!,Java
set DM-Upload-Allowed to yes,C
Inverse blocks now get parsed. yay. Fixes #4,JavaScript
JimEvans: Updating IE driver native code to be able to accept/dismiss dialogs with Yes/No buttons. git-svn-id: https://selenium.googlecode.com/svn/trunk@16305 07704840-8298-11de-bf8c-fd130f914ac9,JavaScript
fsck.minix: use rpmatch() for yes/no question Signed-off-by: Sami Kerola <kerolasa@iki.fi>,C
fsck.minix: use rpmatch() for yes/no question Signed-off-by: Sami Kerola <kerolasa@iki.fi>,C
yay now we have a Share Stories button like Connect Entries,PHP
fsck.minix: use rpmatch() for yes/no question Signed-off-by: Sami Kerola <kerolasa@iki.fi>,C
"adding switch to disable SHK+pushOnFavorites, YES in DefaultSHKConfigurator",Objective-C
Yay for leaflet,JavaScript
yes hello,PHP
yes hello 2,PHP
yes hello 2,PHP
comments! yay!,Java
"SHKMail now supports isHTML and toRecipients. SHKFacebook now supports link descriptions. SHKMail: // You can now supply an optional, comma-separated recipient list. [item setCustomValue:@""foo@bar.com,foo@baz.com"" forKey:@""toRecipients""]; // HTML mode is now optional (previously forced to YES). // Set to ""no"" (case-insensitive) to disable. Default is still YES. [item setCustomValue:@""no"" forKey:@""isHTML""]; SHKFacebook: // You can now supply an optional, custom description for shared links. [item setCustomValue:@""My Shared Link Description"" forKey:@""description""];",Objective-C
merged branch dlsniper/update-validators (PR #3656) Commits ------- a09deca [Validator] Updated Romanian translation Discussion ---------- [Validator] Updated Romanian translation Bug fix: no Feature addition: yes Backwards compatibility break: no Symfony2 tests pass: [![Build Status](https://secure.travis-ci.org/dlsniper/symfony.png?branch=master)](http://travis-ci.org/dlsniper/symfony)Fixes the following tickets: - Todo: - Updated to use the latest strings.,PHP
merged branch dlsniper/update-validators (PR #3656) Commits ------- a09deca [Validator] Updated Romanian translation Discussion ---------- [Validator] Updated Romanian translation Bug fix: no Feature addition: yes Backwards compatibility break: no Symfony2 tests pass: [![Build Status](https://secure.travis-ci.org/dlsniper/symfony.png?branch=master)](http://travis-ci.org/dlsniper/symfony)Fixes the following tickets: - Todo: - Updated to use the latest strings.,PHP
"merged branch michal-pipa/symlink-fix (PR #4012) Commits ------- 94bee7a [Filesystem] symlink() creates target directories Discussion ---------- [Filesystem] symlink() creates target directories Bug fix: yes Feature addition: no Backwards compatibility break: no Symfony2 tests pass: yes [![Build Status](https://secure.travis-ci.org/michal-pipa/symfony.png?branch=symlink-fix)](http://travis-ci.org/michal-pipa/symfony) Fixes the following tickets: #3967 Todo: - Changed symlink() method behavior to recursively create target directory if it does not exist. It makes Filesystem component methods more consistent since copy() does the same. It is also more convenient. Also mirror() fails to create symlink in non-existent directory (if we don't want to change symlink(), than we need to fix mirror()). Fixes: #3967",PHP
"Merge branches 'tien', 'experimental' and 'maint' * tien: Fixed some errors. Yes, OK. * experimental: Fixed some errors. Yes, OK. * maint: Merge branches 'tien' and 'experimental' into maint Fixed some errors. Yes, OK.",JavaScript
"Merge branches 'tien' and 'experimental' into maint * tien: Fixed some errors. Yes, OK. * experimental: Fixed some errors. Yes, OK.",JavaScript
"Fix problem with bad site activity data When the names are not properly set in the site activity, this probably means that the teams are not properly configured with a ranking. A small check was put in place to verify that there are four names. Yes this is defense. Why there aren't four names is still not known.",PHP
"tonnes of progress yay (/eval, /update, /formula)",Haskell
Merge branch 'master' of https://spatman@github.com/Niling/Yes--n--Noes.git Conflicts: YesNNoes/src/yes/n/noes/YesNNoesActivity.java,Java
Like button autoresize can disable with autoresizeDisabled = YES [Deliver #28332363],Objective-C
Merge branch 'master' of https://spatman@github.com/Niling/Yes--n--Noes.git,Java
"Add a build-only, install-nly and prompt skip (yes) feature",Shell
Sort YES and NO buttons,Python
Merge branch 'master' of https://Ekman@github.com/Niling/Yes--n--Noes.git Conflicts: YesNNoes/src/yes/n/noes/func/AddPCDialog.java,Java
Merge branch 'master' of https://spatman@github.com/Niling/Yes--n--Noes.git,Java
Merge branch 'master' of https://spatman@github.com/Niling/Yes--n--Noes.git,Java
"Defining rota app class models Defining the classes for the rota app model. This corresponds to the relationships that we're creating between Rota's users, and intermediate store for capturing whether a user has said yes/no/maybe. Should make sense from looking at the code and the respective comments.",Python
Sort YES and NO buttons,Python
Yay! Awesome autoclose capabilities,VimL
Merge branch 'bingo' of github.com:emergentmisbehavior/Gsales into bingo,C#
Changed behavior when forceCollectionMapping=YES so it works with our data sources,Objective-C
yes,JavaScript
Merge pull request #746 from larsbutler/db-script-allow-non-sudo-non-interactive Allow the bin/create_oq_schema script to be run as a normal user in non-interactive (--yes) mode. [r=trivial],Python
Merge pull request #746 from larsbutler/db-script-allow-non-sudo-non-interactive Allow the bin/create_oq_schema script to be run as a normal user in non-interactive (--yes) mode. [r=trivial],Python
YAY,ActionScript
"Okay, the completed version of my previous commit... Camera: Added two initialize functions. One for setting view width/height for the pre-game initialize. The other is setting level width/height constraints for each level on the level creation. Level: Completely remade this class and it now encompasses some of the responsibilities the StateManager class was managing. Loads and draws the level. Will eventually include an Update function as well. Thinking player/enemy initializations will also be included here. NinjaGame: Previously known as Game3.cs in all my other commits. Renamed it to fit more with the game idea instead of just ""Game3."" Looked into loading fonts, sounds, etc. and added some commented out initializations for each. StateManager: Thinking of doing away with this class all together, but it may be useful when everything starts getting added together. TileMap: Changed a bit to make creating new levels easier, and draw mo betta. Assets, Settings, other classes removed: Figured they were not required after discussing the game direction with you guys on Wednesday. Thinking saves are not necessary, each game start up requires a new game to be created just like in the ""olden days"" of gaming. Content Directories: Added a few more folders, changed the names of some to have an overall more organized feel (hopefully). Also levels have a new naming convention of 0.map, 1.map, 2.map, 3.map, etc. and the levels will automatically be created with a String.Format function depending on which level you are on/going to. Really glad about this commit, the organization and usage of the classes I have are a bit more intuitive. Also I started adding some C#docs in. They are not that greatly detailed, at least yet, but I wanted to try and add those in or at least get some.",C#
menus yay,C++
"cloned old project, pretty much for its user model The cloned project (CandidateTracking) is a project I'm building to allow employers seeking employees to post opportunities and allows the potential candidates (seekers) to both post their resumes and apply to opportunities. This project has a (very) good system of managing multiple users (admin, recruiter and applicant) already built into it; thus, altering this system for the needs of the ""AdProj"" is better than rolling out a whole new authentication/authorization system. On a side note, this is the first time I'll have not only mined but cloned one of my previous projects for use in a new project, and I'm excited and confident that the result will be capable (though possibly not beautiful).",Ruby
Fixed universe. Didn't seem to cause big problems until <BINGO> checking.,Haskell
"merged branch drak/genericevent (PR #3784) Commits ------- 70a6de9 [EventDispatcher] Remove data property 4ff92b9 [EventDispatcher] Added generic event class. Discussion ---------- [EventDispatcher] Added generic event class. Bug fix: no Feature addition: yes Backwards compatibility break: no Symfony2 tests pass: yes Fixes the following tickets: - Todo: - Provides a ready to go all purpose event object. --------------------------------------------------------------------------- by Koc at 2012-04-04T17:53:41Z What use case of this? --------------------------------------------------------------------------- by drak at 2012-04-04T17:57:46Z It generically fits observer pattern use for those who do not want to make a specific event class for each and every little thing. This is akin to EventArgs + a subject. --------------------------------------------------------------------------- by fabpot at 2012-04-20T07:55:05Z This is basically what we had in symfony 1.x. Some comments: * I would remove the `data` as it makes things more complex and more difficult to understand (as arguments is an array, you can put your data there too); * I would use the standard `set`, `get`, `all`, ... methods for the `arguments` related methods --------------------------------------------------------------------------- by drak at 2012-04-20T08:11:31Z OK, I'll rework the class. Thank you for your consideration. --------------------------------------------------------------------------- by drak at 2012-04-20T08:56:53Z @fabpot - I did some work on the class, but it seemed strange to not use get/setArgument because there is another property, the subject. This is mentioned in the conventions guide: ``` For many relations where the convention does not apply, the following methods must be used instead (where XXX is the name of the related thing): ``` If you still want me to change it, let me know.",PHP
"merged branch drak/genericevent (PR #3784) Commits ------- 70a6de9 [EventDispatcher] Remove data property 4ff92b9 [EventDispatcher] Added generic event class. Discussion ---------- [EventDispatcher] Added generic event class. Bug fix: no Feature addition: yes Backwards compatibility break: no Symfony2 tests pass: yes Fixes the following tickets: - Todo: - Provides a ready to go all purpose event object. --------------------------------------------------------------------------- by Koc at 2012-04-04T17:53:41Z What use case of this? --------------------------------------------------------------------------- by drak at 2012-04-04T17:57:46Z It generically fits observer pattern use for those who do not want to make a specific event class for each and every little thing. This is akin to EventArgs + a subject. --------------------------------------------------------------------------- by fabpot at 2012-04-20T07:55:05Z This is basically what we had in symfony 1.x. Some comments: * I would remove the `data` as it makes things more complex and more difficult to understand (as arguments is an array, you can put your data there too); * I would use the standard `set`, `get`, `all`, ... methods for the `arguments` related methods --------------------------------------------------------------------------- by drak at 2012-04-20T08:11:31Z OK, I'll rework the class. Thank you for your consideration. --------------------------------------------------------------------------- by drak at 2012-04-20T08:56:53Z @fabpot - I did some work on the class, but it seemed strange to not use get/setArgument because there is another property, the subject. This is mentioned in the conventions guide: ``` For many relations where the convention does not apply, the following methods must be used instead (where XXX is the name of the related thing): ``` If you still want me to change it, let me know.",PHP
Looks like SF works as a data source. Yay!,PHP
Merge remote branch 'demosdemon/MBS-2479-Mark-approvals-differently-from-normal-Yes-votes' * demosdemon/MBS-2479-Mark-approvals-differently-from-normal-Yes-votes: fix stats add commas Add Approve vote statistics Add Approve vote statistics Fix wrong commit,Perl
yes,Ruby
Yes,C
"merged branch jfsimon/issue-3896 (PR #4029) Commits ------- 686653a [HttpKernel] Fixed wache vary write (fixes #3896). Discussion ---------- [HttpKernel] Fixed cache vary write (fixes #3896). Bug fix: yes Feature addition: no Backwards compatibility break: no Symfony2 tests pass: yes Fixes the following tickets: #3896 Same as https://github.com/symfony/symfony/pull/4001, but for write method.",PHP
are we about to finally get this build fixed? No? Yes?,Groovy
"merged branch tonypiper/ignore-composer-phar (PR #4034) Commits ------- a72d7ef ignore composer.phar ddca4bb Update CHANGELOG-2.1.md Discussion ---------- [Global] ignore composer.phar for running unit tests the external dependencies are managed using composer (since aa055dfd983ccfca6e09a375dd7111c874452dab), so it's necessary to download composer.phar to install them. We don't want composer.phar to be comitted to the codebase so it's necessary to ignore it. Bug fix: no Feature addition: no Backwards compatibility break: no Symfony2 tests pass: yes Fixes the following tickets: - Todo: - --------------------------------------------------------------------------- by Seldaek at 2012-04-20T13:19:29Z I agree it should be ignored, but you also probably should install it somewhere globally on your machine and put that in the PATH so you have it everywhere and don't need 300 copies of it. Incidentally it would also not require you to gitignore it since it would be outside of the git dirs. --------------------------------------------------------------------------- by tonypiper at 2012-04-20T13:24:56Z I was going to revise the documentation for running tests and your approach would, of course, be best but I thought a belt-and-braces approach wouldn't hurt...",PHP
"Merge branch 'drm-fixes' of git://people.freedesktop.org/~airlied/linux Pull the intel i915 hibernation memory corruption fix from Dave Airlie: ""I tracked down the misc memory corruption after i915 hibernate to the blinking fbcon cursor, and realised the i915 driver wasn't doing the fbdev suspend/resume calls at all. nouveau and radeon have done these calls for a long time. This has been fairly well tested and is definitely the main culprit in hibernate not working."" Yay. * 'drm-fixes' of git://people.freedesktop.org/~airlied/linux: drm/i915: suspend fbdev device around suspend/hibernate",C
"merged branch tonypiper/ignore-composer-phar (PR #4034) Commits ------- a72d7ef ignore composer.phar ddca4bb Update CHANGELOG-2.1.md Discussion ---------- [Global] ignore composer.phar for running unit tests the external dependencies are managed using composer (since aa055dfd983ccfca6e09a375dd7111c874452dab), so it's necessary to download composer.phar to install them. We don't want composer.phar to be comitted to the codebase so it's necessary to ignore it. Bug fix: no Feature addition: no Backwards compatibility break: no Symfony2 tests pass: yes Fixes the following tickets: - Todo: - --------------------------------------------------------------------------- by Seldaek at 2012-04-20T13:19:29Z I agree it should be ignored, but you also probably should install it somewhere globally on your machine and put that in the PATH so you have it everywhere and don't need 300 copies of it. Incidentally it would also not require you to gitignore it since it would be outside of the git dirs. --------------------------------------------------------------------------- by tonypiper at 2012-04-20T13:24:56Z I was going to revise the documentation for running tests and your approach would, of course, be best but I thought a belt-and-braces approach wouldn't hurt...",PHP
Add glow behind drake views that have glow:YES,JavaScript
"Go ahead and add a hack to skip tests on FreeBSD. With this, tests pass on FreeBSD too. Yay!",Ruby
Yay works,C
"merged branch drak/caed (PR #3783) Commits ------- d04638a [EventDispatcher] More logical positions for classes. Discussion ---------- [EventDispatcher] More logical positions for classes. Bug fix: no Feature addition: no Backwards compatibility break: no Symfony2 tests pass: yes Fixes the following tickets: - Todo: - --------------------------------------------------------------------------- by stof at 2012-04-04T18:59:02Z ah sorry, I looked at the patch too fast. Only the interface is moved",PHP
"Fix: yes, now we recovered the meaning of right/remainingRight.",C++
merged branch ruimarinho/profiler_ie7 (PR #4032) Commits ------- ffc074b [Profiler] Fixed IE7 JavaScript errors Discussion ---------- [Profiler] Fixed IE7 JavaScript errors Bug fix: yes Feature addition: no Backwards compatibility break: no Symfony2 tests pass: yes Requires merge of another [PR](https://github.com/doctrine/DoctrineBundle/pull/61) available on the `doctrine/DoctrineBundle` repository (compatibility changes to `db.html.twig`). --------------------------------------------------------------------------- by fabpot at 2012-04-20T14:15:22Z That does not work for me.,PHP
Added testing to see if copying of Process objects works. It doesn't. Hurray!,C++
So freaking excited. I got the content to load dynamically as a dependant of the menu db.,PHP
merged branch jakzal/2.0-StaticMethodLoaderFix (PR #3937) Commits ------- 089188f [Validator] Fixed StaticMethodLoader when used with abstract methods. Discussion ---------- [Validator] Fixed StaticMethodLoader when used with abstract methods. Bug fix: yes Feature addition: no Backwards compatibility break: no Symfony2 tests pass: yes Fixes the following tickets: #3179,PHP
"[HttpFoundation] HTTP Basic authentication is broken with PHP as cgi/fastCGI under Apache Bug fix: yes Feature addition: no Backwards compatibility break: no Symfony2 tests pass: yes Fixes the following tickets: #1813 Todo: - In order to work, add this to the .htaccess: RewriteEngine on RewriteRule .* - [E=HTTP_AUTHORIZATION:%{HTTP:Authorization}] RewriteCond %{REQUEST_FILENAME} !-f RewriteRule ^(.*)$ app.php [QSA,L]",PHP
Yay logging + config file,ooc
Crossed some items off of the todo list in README.. yay!,Ruby
Adding reminder emails Reminder emails can be manually triggered at any time by admin or moderator Emails are sent to both users who have rsvp'ed yes/maybe and users who have not rsvp'ed at all. The emails differ slightly depending on the case.,Ruby
"ah yes that's why, so just use absolute so it's pretty in local dev mode",Ruby
"Yay, working tiled animation.",C++
Solved josephus. A big hurray to BruteForce and Random algorithm :D Signed-off-by: Meldanor <Bhaals@gmx.de>,Java
Zooming tweaks. - added power of ten indicator - rewrote zoom equation to work with scientific notation. Yay.,JavaScript
"Lightened red color in instructions Just changed Lightness in the color's HSL representation from 47% to 70%. Yes, now it is no longer the exact same color as the actual red square. But it's easier to read the red text against the black background of the instructions bubble, and it's still red enough to look like the square. Some possible alternatives to this: give .red a white background so you can use the original red color and and still read it keep this change, and also change the name of this class to .instructions-red so we don't confuse it with the red color of the end position square",JavaScript
Now puts a red rectangle on the screen! Yay!,Objective-C
yay,JavaScript
Fixed A lot Of Bugs Yay!,Java
Yay background placeholder,ooc
Yay points,JavaScript
"merged branch ruimarinho/http_digest (PR #3778) Commits ------- fd1ea69 [Security] [HttpDigest] Fixes a configuration error caused by an invalid key child node configuration Discussion ---------- [Security] [HttpDigest] Fixes a configuration error caused by an invalid ""key"" child node configuration ``` Bug fix: yes Feature addition: no Backwards compatibility break: no Symfony2 tests pass: yes ```",PHP
Fixed bug where search settings popped up after settings get changed from Yes -> No and no page refresh took place.,Python
"pyglue: test cases for Python API To run: $ mkdir build && cd build $ cmake -D OCIO_BUILD_TESTS=yes .. $ make $ make test $ cat Testing/Temporary/*.log Or you can execute ""build/src/pyglue_tests/ocio_pyglue_tests.sh""",C++
"Yay, it works\!",C++
Done debugging related folders (yay!),PHP
Forall types! working at tested! hell yes!,Scheme
"Added a simple anti spam function to the whatis function, and some small eastereggs. Cause it's almost easter! yay.",C#
Added yes no images,Python
"Started development of CInstitute, but found a groß bug: when saving objects, special types do not get unserialised, which means that I need to go through all sources and change the behavior as follows: the flag used to encode/decode the object should be set by default, or even better, it should be replaced by a glad that PREVENTS this automatic encoding. Will need to thoroughly test this and thoroughly ensure that the serializing is on the ancestor's object side and the unserialising is on the container ancestor side.",PHP
"Cleans up documentation which was ignored by JavaDoc before prior push; now it's all unified. Changes the *Style tags to \1Standard, as a short tag name is unnecessary for a 'yes or no' value.",Java
More buffer tests YAY,Java
"SRKeyCodeTransformer as well as SRASCIIKeyCodeTransformer can be configured to transform functional keys into plain strings or unicode chars for functional. By default it transforms functional key into unicode key which is suitable for setKeyEquialent: but not for drawing. You should set transformsfunctionKeysToPlainStrings to YES, if you want to draw the result of transforming.",Objective-C
"Need to correctly configure the template's options. pull the config through the bridged interface configuration routine template debugging add another test line set the setting in the correct areas, yay dynamic method calls",Ruby
"-added date stamps to data objects -fixed a few more bugs (everything finally working as intended, yay)",Java
"New: Updated readme to reflect the recent change in defualt operation. Yes, I'm aware it repeats itself in the Example Usage. You shouldn't have to thoroughly read a page to get up and running in seconds.",Python
Added google analytics - yay,Objective-C
Items added to shopping cart yay,Ruby
"Ay yai yai, should have defaulted it to YES.",Objective-C
"Fixed the GitHub URL. Yes, I am an idiot. Sigh.",Python
Fix dialyzer warnings for webmachine_request:port_string() Fixes two bugs: % git branch | egrep '\*' * master % git log | head -1 commit 656aa69c6c6afd79d3446fd13c4f3bb3ba253ce5 % dialyzer -Wno_return ebin/*beam deps/*/ebin/*beam Checking whether the PLT /Users/fritchie/.dialyzer_plt is up-to-date... yes Compiling some key modules to native code... done in 0m21.94s Proceeding with analysis... webmachine_request.erl:815: The pattern 'http' can never match the type string() webmachine_request.erl:820: The pattern 'https' can never match the type string() Unknown functions: compile:forms/2 fdsrv:bind_socket/2 fdsrv:start/0 fdsrv:stop/0 done in 0m15.44s done (warnings were emitted),Erlang
Yay! Reflection of particles works now!,C++
"implemented all remaining and useful methods of ChannelArray, including tests. Next up is the actual header reader implementation, yay ...",Ruby
"* Update to GIT snapshot. * Bumped Standards-Version to 3.9.3. * Changed tarball compression format: LZMA2 is used now. * debian/rules was updated: - now dh is used instead of direct dh_* commands - now uscan is used for checking current upstream version (dpkg-parsechangelog was used earlier) * debian/doc/uhub.1, debian/doc/uhub.conf and debian/doc/users.conf were removed: now they are available in upstream. * debian/doc/uhub-passwd.1 was created: there is no such manpage in upstream yet. * debian/uhub.manpages was updated (see above). * debian/control was updated: - added string `DM-Upload-Allowed: yes' - added dependence from packages fakeroot and libsqlite3-dev * debian/copyright was updated: - URL in Format field was updated - years were updated * Upstream possibly fixed build for hurd-i386, kfreebsd-i386, kfreebsd-amd64, s390 and s390x.",Shell
"* Update to GIT snapshot. * Bumped Standards-Version to 3.9.3. * Changed tarball compression format: LZMA2 is used now. * debian/rules was updated: - now dh is used instead of direct dh_* commands - now uscan is used for checking current upstream version (dpkg-parsechangelog was used earlier) * debian/doc/uhub.1, debian/doc/uhub.conf and debian/doc/users.conf were removed: now they are available in upstream. * debian/doc/uhub-passwd.1 was created: there is no such manpage in upstream yet. * debian/uhub.manpages was updated (see above). * debian/control was updated: - added string `DM-Upload-Allowed: yes' - added dependence from packages fakeroot and libsqlite3-dev * debian/copyright was updated: - URL in Format field was updated - years were updated * Upstream possibly fixed build for hurd-i386, kfreebsd-i386, kfreebsd-amd64, s390 and s390x.",Shell
"I got fully working c completion, hurray for supertab",Emacs Lisp
Add cheerful's packages.l http://www2.ocn.ne.jp/~cheerful/script/xyzzy/packages_tki.l,C++
Remove unknown ability events since we no longer use them. Yay!,Python
Renamed MongoX::Class to Myoll MongoX::Class was already taken. Sad days. Myoll doesn't mean much. But it sounds nice. Hurray.,Perl
apr 5 yay,JavaScript
"I think this is one of the most significant information for me. And i'm glad reading your article. But want to remark on some general things, The . . .",Emacs Lisp
"merged branch drak/caed (PR #3783) Commits ------- d04638a [EventDispatcher] More logical positions for classes. Discussion ---------- [EventDispatcher] More logical positions for classes. Bug fix: no Feature addition: no Backwards compatibility break: no Symfony2 tests pass: yes Fixes the following tickets: - Todo: - --------------------------------------------------------------------------- by stof at 2012-04-04T18:59:02Z ah sorry, I looked at the patch too fast. Only the interface is moved",PHP
Merge pull request #144 from brooklynpacket/9c760aa8ea2c7b12209ce1bdee97e1d269c71728 fix setColor with opacityModifyRGB == YES,Objective-C
"submit within tooltip, optin redirects, yay",Ruby
"Switch order from no/yes to yes/no on resolve function. I'll be doing this for all functions which return optional values, such as string_long. The yes/no order looks more natural because the True case comes first, e.g.: string_long str (\num print ""Yes, that's a valid number: ""; print num; nl;) (print ""No, that's not a valid number;nl;)",C
Boostrap ? Really ? Oh yes ! First implementation of Twitter Bootstrap. Amazing css and js classes.,Python
more comments! yay,Ruby
yay! subsequent moveTo!,JavaScript
Fix yes-or-no-p for better handling of default answer.,PHP
"Game no longer crashes (yay), but added synchronization makes it slightly unplayable.",Java
I made collapsable headers! Yay! I made headers that default open & click to collapse.,JavaScript
cf. http://wiki.answers.com/Q/There_is_a_ton_of_apples_or_there_are_a_ton_of_apples (Yay WikiAnswers),Ruby
"Yes I have a class named ""Controller"" wanna fight about it?",C#
merged branch drak/patch-2 (PR #3556) Commits ------- 0761b8a [HttpFoundation] Restore compliance with RFC2324 Discussion ---------- [HttpFoundation] Restore compliance with RFC2324 Bug fix: yes Feature addition: no Backwards compatibility break: no Symfony2 tests pass: yes Fixes the following tickets: - Todo: -,PHP
merged branch drak/patch-2 (PR #3556) Commits ------- 0761b8a [HttpFoundation] Restore compliance with RFC2324 Discussion ---------- [HttpFoundation] Restore compliance with RFC2324 Bug fix: yes Feature addition: no Backwards compatibility break: no Symfony2 tests pass: yes Fixes the following tickets: - Todo: -,PHP
IT WORKS FOR ALL 4 ROUTES YAY,Java
"Fixed method-names. Yes, that's the way you should NOT use reflection but I'm too lazy :P",Java
"Make input_alsa more configurable through VisParams. Move input device checks to input_alsa. And yes, I disabled attempts to force supportive permissions. More work trying to get mic input to work. No go. :(",C
holy shit I was drunk when I committed all those pdbs. yes I should have run the tests...,Python
"Instead of a circle, a triangle is now painted pointing to the direction of the current force vector. I also added the capability of steering the object using the left and right arrow buttons. And, yes, I did some other cleansing and polishing stuff, but that's not the most important part of this commit.",Java
yay edits,Java
yay crawling,Python
yes,JavaScript
"added test for string files yes, yes, I know test should be written first...do as I say not as I do...",Ruby
er: make guest attending=yes,Ruby
yes,JavaScript
"merged branch gimler/encoder_fix (PR #3122) Commits ------- f3c413d add missing class var; add phpdocs Discussion ---------- add missing class var; add phpdocs Bug fix: yes Feature addition: no Backwards compatibility break: no Symfony2 tests pass: yes --------------------------------------------------------------------------- by fabpot at 2012-01-16T11:12:27Z We don't document properties, especially private ones. --------------------------------------------------------------------------- by vicb at 2012-01-16T11:20:44Z Good doc always help and should be accepted even for private properties. However sometimes doc isn't necessary: `The digest algorithm to use` does not bring more information than the name itself `MessageDigestPasswordEncoder::algorithm`, the `@var` annotation could be useful - even more for objects & arrays. --------------------------------------------------------------------------- by gimler at 2012-01-16T11:37:54Z i have remove the private property comments.",PHP
yay,PHP
"Registration works as long as you only register one class, yay",C++
mixing tabs/spaces yay,JavaScript
yay,Objective-C
yay,Objective-C
yay,Objective-C
yay,Objective-C
yay,Objective-C
yay,Objective-C
"video: tegra: dc: Ignore suspend if DSI is disabled DSI enables during suspend time host1x, and then checks if DSI is really enabled. Now DSI first checks if it's enabled. If yes, it'll turn on host1x and disable it. Bug 887332 Change-Id: I206f908a62d0a56f0737c31634fa46613ca07d7e Reviewed-on: http://git-master/r/82755 Reviewed-by: Mayuresh Kulkarni <mkulkarni@nvidia.com> Reviewed-by: Automatic_Commit_Validation_User Reviewed-by: Animesh Kishore <ankishore@nvidia.com> Reviewed-by: Nitin Kumbhar <nkumbhar@nvidia.com> Reviewed-by: Kevin Huang (Eng-SW) <kevinh@nvidia.com> Reviewed-by: Terje Bergstrom <tbergstrom@nvidia.com> Tested-by: Terje Bergstrom <tbergstrom@nvidia.com>",C
sys-apps/portage: cygdll_protect: almost sorta working but not really Finally we get enough bugs out of cygdll_protect to actually absorb a variable from make.conf and rename a file. yay!,Shell
yes,JavaScript
"join lines, y-n instead of yes-no etc in .emacs",Emacs Lisp
"yes, its still me adding some shit log",Ruby
Added some support methods for scrolling to top for multiple scrollsToTop=YES scrollViews. Conflicts: LeftMiddleRight/RHLayoutScrollView.m,Objective-C
yay,Java
PATH cleanup time. yay,VimL
yes,JavaScript
merged branch kriswallsmith/http/forwarded-port (PR #3111) Commits ------- d67d419 [HttpFoundation] added missing trustProxy condition Discussion ---------- [HttpFoundation] check trust setting in getPort() Added a missing `self::$trustProxy` check in `Request::getPort()`. ``` Bug fix: yes Feature addition: yes Backwards compatibility break: no Symfony2 tests pass: yes Fixes the following tickets: - Todo: - ```,PHP
"Some minor tweeks and the odd bug fix, nothing to get excited about.",XQuery
propmodder reboot required now shows only when it should yay! no double!,Java
Using /dev/tty for yesno() is wrong because yes 'n' | cp -ial needs to work.,C
"Triangle works, yay",Objective-C
"Hell yes, it's alive, it's alive",Scala
Merge pull request #2 from balp/master Yes the world is cruel,Python
Workflow Overview Tab Moved to End of Tab panel add workflow step details Completed print summary function to allow printing of panel and grid component update mail subject to allow periods Update detail display to show SP yes no fields properly as a display field added validation for leading and trailing spaces in tasking and workflow titles,JavaScript
"paypal purchase working, yes yes yes",JavaScript
"Less sucky PDF output, yay.",Perl
"<rdar://problem/11095005> Fixed a performance regression when dynamic types are enable where we would ask a C++ type if it can possibly be dynamic. Previously we would force the type to complete itself and then anwwer the question definitively. Now we ask the type if it is already complete and only definitively answer the question for completed types and just say ""yes"" for non-complete C++ types. We also always now answer yes for Objective C classes and do not complete those types either.",C++
"<rdar://problem/11095005> Fixed a performance regression when dynamic types are enable where we would ask a C++ type if it can possibly be dynamic. Previously we would force the type to complete itself and then anwwer the question definitively. Now we ask the type if it is already complete and only definitively answer the question for completed types and just say ""yes"" for non-complete C++ types. We also always now answer yes for Objective C classes and do not complete those types either. git-svn-id: https://llvm.org/svn/llvm-project/lldb/trunk@153284 91177308-0d34-0410-b5e6-96231b3b80d8",C++
"<rdar://problem/11095005> Fixed a performance regression when dynamic types are enable where we would ask a C++ type if it can possibly be dynamic. Previously we would force the type to complete itself and then anwwer the question definitively. Now we ask the type if it is already complete and only definitively answer the question for completed types and just say ""yes"" for non-complete C++ types. We also always now answer yes for Objective C classes and do not complete those types either. git-svn-id: https://llvm.org/svn/llvm-project/lldb/trunk@153284 91177308-0d34-0410-b5e6-96231b3b80d8",C++
