payload_commit_msg,repository_language
"Searching for tags works now, though it's only present on the main index.html page. Django forms are a pain in the ass, by the way. To test the current workflow of the site, got to /newpost/ and create a post with some tags. Then return the home page, search based on one or more of those tags and your post should show up. From there, you can click on the post to go to its entry and download its code.",Python
now takes shit from socket.io,JavaScript
now takes shit from socket.io,JavaScript
Presenter::setContext is not fucking final for christ's sake,PHP
shit happens,JavaScript
shit happens fix,JavaScript
wtf,JavaScript
Enhanced scriptor to use scp instead of the crappy zmodem protocol to send results of the experiments back to out host,Shell
The fuck is this shit?,JavaScript
The fuck is this shit?,JavaScript
"Finally, for now, add tasks. Right, now we need to start hanging this shit together.",Ruby
active shit,Ruby
Shop Chests are stable when registered. Everything is prepared for writing transactions. So fuckin do it.,Java
Fuck yeah! ...,Perl
active shit go on,Ruby
Just for the hell of it. Signed-off-by: Robert Xu <robxu9@gmail.com>,Java
merge crap deleted,PHP
Update fugitive (damn winbugs!). Enable syntastic.,VimL
removed a whole lot of shit,C
fuck,Java
"Tried to fix a lot of bugs. Also added an image and other shit. Help me, Jonte!",PHP
fuck,Java
Merge branch 'master' of github.com:s-hell/configs,Lua
Merge branch 'master' of github.com:nddrylliog/crap-sql,Python
Tell people what the hell this thing is actually doing,Ruby
Don't print crap in model.rb,Ruby
"Damn… There is no default audio recorder on iPad, so that won't do anything. There's also nothing on Android emulator, so that one's out too. Can hopefully at least get the camera to work, but audio rec was one of the cool ""iSpy""-related ideas for the app. Oh well. … How does iPad not have an audio recorder???",JavaScript
Services list in page re-grouped and re-sorted for the previous damn OVERWRITE merge.,JavaScript
WTF: Fixed old skeleton AI,Java
"Damn you, VS",C#
WTF: Always use new AI for some mobs,Java
WTF: Fixed snowmen,Java
Released WTF r1f,Java
"Rework TSIG AXFR Moved some code around to make it more readable. removed the 'SOA'-check from AXFRRetriever::getChunk() because it is now handled by the CommunicatorClass::suck(). This is more transparent because TSIG records where also filtered out in suck(). The only thing i'm not 100% sure of is the 100th message, there might be an off-by-one bug.",C++
"some crappy styling done, window layouts correct",C#
forgot to remove HBMap crap from HackTest,C++
"Guts: Ragequit on ever making the deploy task act ""right"" The previous like five fixes would all fail on mirror2, so to hell with doing the rake-like thing and invoking tasks like a civilized being. EMBRACE DESPAIR AND SHELL OUT.",Ruby
removed my crap,PHP
"It works, wtf!",C++
check that shit in!,JavaScript
adding --recursive to git clone command. Hopefully this will suck in the submodules,Shell
visible screwed up open from widget Signed-off-by: SciencyGuy <jonas@kalderstam.se>,Java
"Added recent activity loader upon scrolling Not sure if broken or my installation was screwed, will check tomorrow.",PHP
fuck det her system,JavaScript
Fix to-one relationships. Now actually searches for an existing relationship object instead of creating every damn time.,Objective-C
Don't try to be so damn clever,Java
Prevent E_NOTICE on feeds w/o etag/last_modified Merge remote-tracking branch 'Mark-H/bug-magpie-e_notice' into release-2.2 * Mark-H/bug-magpie-e_notice: Fix spacing screw-up Prevent E_NOTICE error when using a feed that doesn't have an etag or last_modified date set.,PHP
adding a whole bunch of crap to new and edit,JavaScript
fuck!,JavaScript
Need to login to give a fuck. Kept it simple by displayin a notice. Shall do a pop up later. Owner can't give a fuck to his own wtfornot. Notice again. They work.,Ruby
Fuck that stupid git,C#
"Fucking git, stupid like hell",C#
NOW I have. Fuck submodules,C
"wip Settings, removed seedworks.lib.persistence (its crap)",JavaScript
wtf,Shell
"Some debug stuff added, unproject crap taken away.",C
Fucking Sass is breaking,JavaScript
"Refine pjax for smoother animation - Better transitions using 3d translate rather than position left - Simplified javascript - Fix for white flickering on iOS and Safari, only apply to high DPI as anti-aliased font looks shit.",PHP
"Testing Commit of functions.cgi with all changes from past year. Includes all of the following mechanical (not data) changes: 03-28-12 - New Items: Funeral Parlor, Human Body Parts Compactor, Solvent Green & Solvent Red! 02-10-12 - Barrels, Ethanol & Emergency Rations are now purchasable (using the crafting mechanic). 12-02-12 - Unbuildable Paths are now Complete in Biosphere Center (You can build signposts and barrelfires but no Walls or Buildings). 11-28-11 - Buildings (inc. Walls) can now be damaged by any weapon, including the plasma hellfire orb, which will destroy most walls and buildings in one explosion! 11-22-11 - Ocarina - New Effects, including one really nasty one! Muhahahahahaha! 11-10-11 - Sumerian Prison Ship - New Closets, New Plasma Weapon Skills, New Plasma Weapon Parts! 10-15-11 - Coming On All Hallows Eve (October 31st) - The Sumerian Prison Ship! First Come, First Severed!!! 10-03-11 - Upped AP Recovery while Dead/Spirit Form to 8, from 4 (and previously 1). This matches the standard AP recovery while alive. Added additional statistics showing how many NPCs, and how many of each type of NPC are currently in game. Changed current stats to Top 200 Active, added stats for credits, gold coins and gold nuggets. Added list of all players (active and inactive). Raised HP Levels on certain buildings. This is not retroactive, but will take when new buildings are created. 09-26-11 - Added new Statistics page (available from the menu buttons)... it looks like crap right now but shows a few additional stats and I'll be adding a lot more over time. Also, you can now see 200 profiles from the Rankings page (shows both active and inactive players) and when you click on a profile, it shows whether they're active or inactive. Lastly, I stabbed Frags through the heart and it's now gone from the Rankings page. Will still show when you kill someone until I remove that message. 09-24-11 - Added new integrated Wiki to Light Rising Forum. 09-22-11 - You can now craft gold earrings and necklaces from gold nuggets, using the new metallurgy skill. 09-15-11 - Acme Laser Weapons can now be Recycled for Galactic Credits - Pistols - 5 Credits, Rifles - 15 Credits, Swords - 50 Credits, Cannons - 65 Credits. Recycle your excess, at the nearest Recycling Plant and make some (in-game) money!! 09-13-11 - Added Acme Laser Pistol for 50 Credits. Guards & Mutant Guards now carry Acme Weapons. Self Revive Bug is Fixed. 09-10-2011 - Laser Rifles, Swords, and Cannons are now purchasable in an Armory Building (using the craft skill & credits). Armory Buildings now available to build within settlements. New Armory Builder Skill. Eyeball Soup now heals for 5HP as a default, and 15HP with the Barkeep Skill. Game & IRC Chat Menu Links are now available from the Light Rising Forum. LR Forum is now open for registrations again. I'm testing some heavier duty anti-spam plugins, so please let me know if you have a problem registering (email me at support@lightrising.com). You can also register via OpenID... alas, currently on the forum only, not the game... but you can also register with a regular password. 09-09-2011 - Mutant Miners are now appearing in the Biosphere East mining village. There are also pure gold nuggets to be found. If you know where to look! Pots of Flour now give 15XP instead of 5. 09-07-2011 - A ruined Mutant mine village, and mine entrance has been uncovered in Biosphere East! 08-20-2011 - Herbal Poultices now give 50HP when used to Revive. Herbal Teas now give 100HP when used to revive. Bar Drinks now give 5HP with no skill, or 15HP with the barkeep skill. A Plasma Earthquake has erupted in Biosphere East. Be careful out there. Forum Registration is currently disabled due to spammers. Please email me at support@lightrising.com or ask in game and I will manually register your account. This applies to the forum only. 07-31-2011 - A new maintenance duct has been found, leading into the undiscovered part of Biosphere East. It's rumored that there's a hidden valley that's a high value and very well protected settlement location. New Players now receive 3 Herbal Poultices, and a Ballistic Knife, along with the original 9 Noobcakes. Forum Registration is currently set to Admin approval to try and cut down on the number of spam accounts. 07-25-2011 - Light Rising is now in Open Beta! You no longer have to wait for a manual unlock when you create a new account. You can create multiple characters, but you will only be able to play one per day unless you donate a minimum of $5, which will then allow you to play upto 3 characters per day. Modified AP Movement Cost across multiple tiles. It's more appropriate now. 07-24-2011 - An unidentified Alien threat has attacked the Ascension Settlement and destroyed three emergency shelters! 07-23-2011 - It seems an alien virus has infected much of the wild food sources, restricting the amount of wild food available. Farmed food is unaffected. Head Removal is now under the Pirate class. Requires purchase of that class but it makes it accessible to everyone, not just chainsaw enthusiasts. 07-20-2011 - New Item - Severed Head on a Pike (requires Trailblazing skill and some rebar) then you can place your freshly removed enemy's head on a pike for all to see! New Skill - Enemy Head Removal (requires Chainsaw skills) allows you to remove your enemy's head when you kill them. Fixed Chat Button overlap bug. 07-17-2011 - Due to a shift in the inter-dimensional rift, damaged bulkhead doors are now accessible with the electronic lock repair skill (including Biosphere NW!) Water bottles are now Bouillon Bottles, which act as a base for human eyeball soup! Mysteriously, a new maintenance tunnel has now been discovered, somewhere in the West. 07-14-2011 - Micro Fuel Cells are now purchasable in a Workshop for 80 Credits (Craft + Power Tools Skill). 07-10-2011 - New Skill: Salvage Collecting - allows for the sorting and collection of salvageable materials from trash piles and garbage crushers. 07-09-2011 - Fixed a bug that prevented finding Chain Sword hilts. Those are now available in Weapons Closets. New Item: Human Eyeball Soup. Ability to create MIKOs from credits in a Hospital. 2 new skills. Modified Hunger Mechanic down to 1/day. Added NPCs back into Biosphere NW. Made Recycling Plants and Power Generators easier to build. 07-07-2011 - Fixed Woodland AP, and Mutant Guard Looting Bugs. 07-05-2011 - New Items Added: Soldering Iron, Rubber Strips, Shock Glove. Thanks to Roane for the code/ideas. 07-04-2011 - Custom Weapons are available for any one who donates $10 or more - Donate 07-03-2011 - Added Automated Announcement of Player Murders in In-Game Chat. 07-02-2011 - New location: Garbage Crusher (includes sheet metal, concrete and rebar). This will allow for metal and concrete buildings, and barricades. 06-27-2011 - All Active Accounts and New Players received the skill tree modification upgrade. Anyone inactive who starts playing again, contact me on the forum and I'll manually update your account. 06-24-2011 - Light Rising is undergoing a skills tree modification to add Races and Classes. If you login and see that you have no skills or XP points, please bear with me as the upgrade will take a day or two. Check this forum thread for more information: Skill Tree Modification",Ruby
damn my brain!,Ruby
crappy solution to 11,Scala
Merge pull request #3085 from Raven24/patch-2 damn my brain!,Ruby
link that shit,Python
losing the pointer to the string on the second node on the pop_back/front? wth...?,C++
"Add ls, history aliases, clean up alias file Dear Gott im Himmel, what the hell is going on in here?",Shell
Don't flip that shit,C
wtf??,Python
New properties. Removed newsmodel crap,C++
It should work hopefully with shitty resolutions...,Java
Line ending test. Fucking Git.,Assembly
"recompile mpi_kmeans for fucking maci64, add BSDB500 code, start comparison code",C
"Added recent activity loader upon scrolling Not sure if broken or my installation was screwed, will check tomorrow.",PHP
IT FUCKING WORKS,Assembly
I suck at bash,PHP
"Why are we updating current.xml? Platform packages can use @hidden internal classes. It seems because the build erroneously says to run make update-api, people are updating the API every time they add a new method or class. I am reverting current.xml to stock Android, because we should NOT be extending the public API that Android provides. Extending the public API and adding new internal classes are different things. Regardless, people are NOT using the CM SDK, so no is using these new ""APIs"" anyways. This will cause build breaks in the new Jenkins setup (hell, it was broken already, which is why I discovered this). We need to fix this. Change-Id: Ie18bcb883cd16debbd00d31e9ea5597a3817c523",Java
honestly who gives a shit about some stupid test.,Ruby
Deleted some extra crap,Java
Make logo even smaller so it doesn't look crappy on the timeline.,JavaScript
damn it work,C
things looking pretty good except challenge validations are all fucked up - 'remove' js on the challenge edit/new form is broken,Ruby
leif shit,C
fixed a bunch of shit,PHP
WTF: Mob armor,Java
wtf,JavaScript
ms4 crap,C
FUCKING LOVE CLASSPATH ISSUES YES,Java
fuck you,Ruby
when suddenly a wild modal dialog appears! wtf?,Ruby
"Not sure why the hell this is needed, will figure out later",Ruby
"Fuck a color CSL, implement our own",C#
added my own zshrc with lots of variables set and tons of autocompletion shit,Shell
visible screwed up open from widget Signed-off-by: SciencyGuy <jonas@kalderstam.se>,Java
fixes for ubuntu. too few x's my ass.,VimL
Added half-ass README file,Python
shit,Java
Merge pull request #3085 from Raven24/patch-2 damn my brain!,Ruby
Goeie shit,Java
fuck .gitignore,JavaScript
WTF: Old tool durability,Java
Removed the login drop down. FUck it,JavaScript
fucking gitignore trug op zijn plek ffs,PHP
I suck at MD formatting :),Python
lol @ #f0f img background. views system works better. not overwriting the default _id in gridfs shit. using the key aliases: to be the id.,JavaScript
drop useless shit,C++
WTF: Sheeps eat grass option,Java
Released WTF r1e,Java
"* ""Dependency Hell"" fixed * slf4j dependencies in child artifacts reduced * Jobs module splits into 3 parts: parent, jms, jpa (by the tasks source on each part depends)",Java
Merge pull request #12 from LusineAvanesyan/LusineBranch My first damn commit!,C++
new shit,JavaScript
Remove bullshit,JavaScript
Merge branch 'master' of github.com:mmmonk/crap,Perl
lolololol project.properties files suck,Java
"Messing with csproj, renaming, and stuff. Compiles, works, but should fuck up the Git history.",C#
Make that crap validate. Whoops.,JavaScript
"Fancy shit, if you know what I mean",Java
html crap,PHP
fuck!,C
removed properties-calculated-wth-sparql.ttl,PHP
"Holy crap, users are working! Also just added admins.",Ruby
Shitty containers and race conditions suck ass,C#
Shitty containers and race conditions suck ass,C#
WTF?!?!? Half my Android files disappeared from the project! Missing my .java & all the libs/.jar files - what the hell!?!?,JavaScript
Merge pull request #3 from czzarr/article-hadopi-sopa Let's publish the bitch,JavaScript
"Revert ""WTF?!?!? Half my Android files disappeared from the project!"" This reverts commit 34f62e0f6de15d73041075d1912d79ee32f31826.",JavaScript
fucking WORK,Ruby
Increasing the bit depth doesn't seem to do much except screw up the carrier image. The seed image still comes out the same. Since the output is the same there might be an easy fix.,Matlab
"some cleanup * create a constant for RF_OSD_CHUNK_LEN_MAX, rather than having chunk.c hard-code the maximum * common now depends on types.h, which means it needs a dependency on the types library * mds/net.c: cleanup and xdr-ize * msg/client.h: delete this leftover * types.x: fix some screwed up message definitions * try to be more consistent about name message types. They should be the same as the xdr struct name, but followed with '_ty'. Signed-off-by: Colin McCabe <cmccabe@alumni.cmu.edu>",C
clearing_db_test now explodes when it shall!! (geez dudes if we do anymore of this try except exception to match all exceptions bullshit how will we find ANY BUGS AT ALL!!!) THIS IS THE PASSIVE AGGRESIVE COMMIT MESSAGE> PLEASE MOVE ON,Python
"can't even delete the existing project or create a new one in its place! Damn ""metadata"" files are hidden from finder… Arrg.",JavaScript
7una is comming. bitch,C
"I think Dogs, that suck, must be commented",JavaScript
Renamed WTF to OldDays,Java
"Screw the distutils warning, use rst",Python
"table was fucking up if ""add"" was never select"" same thing could happen to contestant side, fixed the same way we did with player.",Java
"UGH! .js file name started with capital letter but i used lower in code. Git-hub broke, it couldn't find my file. Damn Microsoft, case should have counted. errrrrrr.",JavaScript
"Now the front controller is actually a controller, the ui template is actually just a template, and you know...shit aint shitty anymore. ready for {{mustache}} for realsies...",PHP
added double screw clamps for centre winding,Python
Added basic auth strategy and implemented PUSH and BROADCAST methods. Ready to go live. Things to do: Get into fuckin' Redis and log everything!,CoffeeScript
Trim some shit out,Ruby
damn you mdo,JavaScript
OK. The damn app is now officially a hawg. I added the splash screens.,Objective-C
Cache crap,PHP
Trying to fix this shit,Objective-C
Trying to fix this shit,Objective-C
die faster if you suck,JavaScript
"Fixat lägg till, ta bort och ändra sidor med KEYWORDS (which was a bitch!). Omstrukturerat koden lite - nu har vi ett trevligt service-lager! :D Signed-off-by: Annie Johansson <damaged_people@telia.com>",JavaScript
Cherrypick fucked some stuff up...fixing it...,Java
several hours later.... it works again! Damn pointers... Basti has sth. to do! :),C
fixed the previously screwed up pagination affair. Finally learnt the purpose of view template engines and used ejs.,JavaScript
fuck yeah commit,Ruby
ignore stupid mac finder file bullshit,JavaScript
FUCKIN CONCURRENCY,Java
Fucking nailed it.,JavaScript
OOOOh! I create a HelloWorld app in Qt Quick! I cannot fuck'n believe it. Oh my god i shock'd!,C++
Merge pull request #27 from steelThread/read-version-from-packagejson OMG. i don't know what i like better. annoying the crap out of sean with this micro feature branches/merges or reading the version info from the package.json file.,CoffeeScript
"For the love of all that is holy, finally fix Worgens crash in the starting zone. I'm learning how to read crash logs, hell yeah~",C++
"Blending func changed. Clear color changed. Yeah, I know this is just an ugly shit, will be rewritten later.",Objective-C
got rid of jquerry shit,JavaScript
parsing the shit out of those packets now,Clojure
move some shit around,Ruby
First commit after annoying bullshit,Python
moving shit,JavaScript
"Revert ""Revert ""Revert ""prebuilt audio libs the fucking sloppy way"""""" This reverts commit b9a9eacdb956e5bdede7dc636631ab8ffad0d02d.",Shell
Merge pull request #3 from alexfish8/master Pull this shit down mang,Python
fuck it. i'll do it live!,JavaScript
"librbd: reorg souce into src/librbd/ Not done yet... this still leaves a lot of crap in librbd.cc that shouldn't be there, but fixing that involves changing actual code. Signed-off-by: Sage Weil <sage.weil@dreamhost.com>",C++
need to finish color button.fucking dropbox make own image viewer.show it =),Java
crap,Ruby
"Revert ""Revert ""Revert ""Revert ""prebuilt audio libs the fucking sloppy way"""""""" This reverts commit e73caa8a8efa0c14f46522c7c69eb25afba9bb83.",Shell
Removed crappy robotium waitForText,Java
Refactored to simplified ugly rails crap. Also to make things more easy to handle in the routes,Ruby
more data n shit,Python
Dont build audio shit for our hacky purposes,C
redirect that shit,Haskell
"Make the Sheol middle level water out of pools (rather than...water if that makes any sense). This fixes the ""can't see shit"" when levitating over pools.",C
"Revert ""Dont build audio shit for our hacky purposes"" This reverts commit 88bd0c737eed086f9458bd54349d2ae8cfc3bc28.",C
This now does sin(x) and cos(x). I'm about to attempt tan(x) and could fuck everything up...,Assembly
hell,Ruby
Trying to fix our crap,JavaScript
Fixing shit,JavaScript
wtf,JavaScript
Removed crap from meme_generator,CoffeeScript
my damn channel,JavaScript
fuck,C
Fucked up.,VimL
"Added a bunch of stuff I can't remember because this is a fucked up commit message. Screwed over some tests, replaced the IQueryable return result of the Business classes because defered execution was shitting over the lazy-loading of the entities. Registration workd and Login probably does. Happy of the work I made though. Tired and leaving things be for now.",JavaScript
removed shit,Java
holy shit it works,CoffeeScript
Djape shit added.,JavaScript
"okay, the main text box only works when run as uncompiled coffeescript. what the hell is going on",JavaScript
what is this damn bug!,Java
Oran needs shit,C
fixed bullshit,Python
fucking around,Ruby
Fucking pngwriter.,Objective-C
broke more shit,Java
fixed that bullshit problem,Python
fixed some shit,Java
Fucking typos,Ruby
"Basic cleanup after a year of neglect. Actually deletes the world when leaving the game state. This makes sure everything is cleaned up and lets us recreate a worl object with out dying horribly. Make pathfinding and liquid handling optional. These are enabled or disabled in the LaunchConfig.rb script. Reorg of some of the xcode groups. Still needs some attention, but it's better than it was. Cleanup of some bad parameters in the xcode project. Basically all leftover crap from ye olden days of xcode 3.x. Still needs some love, but it's better than it was. Make sure tile palette names are created correctly.",C++
removed remaining module crap,JavaScript
i fucking hate git,Ruby
"For the love of all that is holy, finally fix Worgens crash in the st… …arting zone. I'm learning how to read crash logs, hell yeah~",C++
woooooooo fluid layout fucking works,Ruby
"Adding Python version, because fuck you Signed-off-by: DaribouVi <bob@daribouca.net>",Python
git push in case shit fucks up,C
fixed signed unsigned fun... now it runs also on mac os x fast as hell,C++
Fixed my fuck up... Signed-off-by: eXpliCo <johansson_@hotmail.com>,C
remove that damn executable,C++
ich habe die fucking klasse bearbeitet,Java
Fuck Annotations,Java
Minor fucking around,Haskell
Third attempt for the bloody redis apt repo.,Ruby
I suck at Git,Haskell
FINAL FUCKIN PUSH,Java
fixed some shit,JavaScript
Damn you vim and your .swp files,Ruby
added banned passwords and some readme crap,JavaScript
Fixed UAC crap for extracting fonts,C#
Merge pull request #397 from drilus/master Fixed UAC font crap,C#
Add disclaimers and shit,Ruby
"Split up client.js into component subfiles. Recombined client.js and server.js from these subfiles. Still have to test whether they're functional, as some of the reordering may have screwed things up. I have placed _backup server.js and client.js files just in case.",JavaScript
renamed shit,Ruby
try to fix fucking git bug,ActionScript
Git fuck you,ActionScript
fixed screwed-up version numbering - bumped all to 1.9.8,Shell
"Removed weird looking type shit, fixed a whole bunch of bugs, corrected prependHeader in sendall function.",C
"Removed weird looking type shit, fixed a whole bunch of bugs, corrected prependHeader in sendall function.",C
Fix the ordered list formatting that I screwed up with my last pull request :-(,Python
Merge pull request #564 from msabramo/patch-2 Fix the ordered list formatting that I screwed up with my last pull request :-(,Python
Damnés soient les oublis de return !,Java
"cleanups for new pilot, remove target fortress crap",Python
"if data is undefined, don't crap out",JavaScript
"what the hell is ""Mixed""?",Ruby
fix shit,C++
fuck i shoulda done this ages ago,C
Change the file name. Screen shots old ones has spaces within their names. now i delete the spaces. So the damn windows could create file right.,Java
Erwinn Brunner added Bullshit,Java
there was no category problem - you can find the cats on archives page. what a waste of fucking time that was.,JavaScript
minor change to peerguardian yes ubuntu/debian users...i feel bad for the shit you have to deal with,Shell
"made login/auth shit make more sense: session vars, logout, redirects",JavaScript
Fixed some stupid issues. New dependency issue in compiling. WTF?,PHP
bloody broken map... how could it be useful like this?,Go
"Intermediate commait, adding bind shit on server",C++
"Añadido borrar cache, wtf, poner un realm custom, framework 3, repair",C#
Facebook shit,JavaScript
fuck yeah regex,Java
Actualización (By Regigicas) - Borrar cache incluido - Borrar wtf incluido - Borrar interface incluido - Soporte para poner realm custom - Soporte del launcher a partir de framework 3 - Incluido repair - Y algunas cosas mas que seguro que no recuerdo,C#
"Optimizing--36x speedup for /dataminding GET, 1.6x for POST (not done). Whew, reference properties suck!",Python
"UGH! .js file name started with capital letter but i used lower in code. Git-hub broke, it couldn't find my file. Damn Microsoft, case should have counted. errrrrrr.",JavaScript
added some cool shit,Java
fuck,JavaScript
wtf error!!,VimL
iterm2 supports 256 colorsgit diff --cached fuck yagit diff --cached,VimL
"damn, images in bin",Java
"Fixed NS Theta, WE Theta is crap and I cant fix it, Now turns roughly 90 degrees +- 15 degrees.",C
removed cookie crap and other commented out lines,JavaScript
This is dumb. Lets just lock down permissions and let server ops deal with this shit,Java
Fixing binary sqlite3 bitch,Ruby
removed extra crap,Shell
Removed crappy files we didn't need,Ruby
wtf,Java
"trying to get the damn booloader to compile .. not working, yet",Assembly
took out more crap left over from initial copy,JavaScript
updated since ie is a piece of shit,JavaScript
Merge branch 'unstable' into wtf,C
"Okay, github, here's your damn readme!",JavaScript
Generate ChangeLog inside download page instead of using AJAX crap,JavaScript
removed stupid merge conflict shit that i missed,Perl
Damned idiot,Perl
"less fucked-up markdown support, fix block tags at start of selections",Python
more shit,JavaScript
added Param rec. to ass. in fcg.. good night,C
"Switching back to syntax folding from indent. I don't know what Bleything's talking about with the ruby syntax folding being ""horribly busted"". Fuck, I can't use indent at all.",VimL
disable broken modules that default to enabled. Screw this. Madcow was the wrong project to start from,Python
wtf,JavaScript
damn config and apple giving me shit,JavaScript
damn config,JavaScript
some door shit,ActionScript
"VESPERS: Fixed an issue where the edges combo box was being populated due to a signal slot 'loop' that wasn't taken into account. It wasn't a real signal slot loop because it would only happen once, but it was enough to screw up the selection of absorption edges when looking at the L lines.",C++
"Fixed some dirty bug inside validates.js, almost finished repo's save but it is way too fucking long right now unfortunately. closes #26 Also, controllers now handle validations aaaaah yeah. closes #25",JavaScript
Attempting to rewrite the whole damn thing with Pi's help.,Java
"added IE redirects, mobile work, optimized js, refactoring, hover states and hella other shit",JavaScript
tree shit,C++
threw out graph crap; implemented captures and make_move(),Python
damn ignores,C
spaceduel kick-ass!,CoffeeScript
"God damn, some of the pyc files survived the genocide!!!",Python
Merge branch 'master' of https://github.com/doigoid/populist Conflicts: shit/index.html,JavaScript
"Overhead map generation now more robust with, and no longer choking on, really screwed up chunks (i.e. empty but with water flowing over the edge).",C#
minor shit,Objective-C
REMOVE BINARY CRUFT AGAIN GOD DAMN IT STOP IT,C#
Removed php old ass website crap,Objective-C
added more crap,VimL
Screw trailing slashes. Less is more.,JavaScript
Remove more crap,JavaScript
"Merge pull request #1 from Bazai/patch-1 I think Dogs, that suck, must be commented",JavaScript
So why the hell does the same code not work up here ?,Python
Corrected fuck-up of Mats,C#
edit login.php balik..buang fuck,PHP
misuse of lock_mutex inside a waiting thread was causing Weird Shit; order is now restored,C
Let's see if I can make those damn enums make more sense as in Rank being DEUCE(2) etc.,Java
Use a lock file for stupid fucking broken CCP API vs crontab,Python
"fucking americans, join the rest of the world with sensible date formats already!",PHP
"fixing twitter link in user list (damn you, console.log)",JavaScript
I fixed some shit,Java
UI class made less shitty lol,Java
DONT FUCKING TOUCH THE UI CLASS YOU BROKE EVERYTHING. PISSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS,Java
ASS,Java
wtf happened,Ruby
killed box2d crap,ActionScript
"utopia-orig shouldn't be executable, autocomplete gets screwed",C
fuck rubysur :scream:,Ruby
rename webmock request class to fix specs on 1.9.2 (crappy constant lookup),Ruby
finished self testing main bullshit,Java
crap removed,C
crap again,C
removed crappy custom user agent parsing,Python
"yeah, version hell",Haskell
merge wtf,JavaScript
someday i will get these bloody target conditionals correct,Objective-C
"Promotion, castling, all that crazy shit.",Java
Just misc crap,Perl
"Lots of changes. Crap, I haven't updated in too long. Just assume its new. :D",C++
Added 'kick more ass per minute' talk.,JavaScript
"added facebook server side connect flow. I'm not sure what changes are in all these mongodb files, but uploaing anyways because wtf git",JavaScript
fucking indet,PHP
"pushing a bunch of in-progress stuff (and probably some crap) just to get it on GitHub, as this laptop is going away soon",C#
"Screw Ruby 1.9.2, use 1.9.3! ;)",Ruby
Damn. That was the worse parse error we ever got.,Shell
wtf,Java
"Mutable repair: use new MODE_REPAIR to query all servers *and* get privkey This fixes bug #1689. Repair was using MODE_READ to build the servermap, which doesn't try hard enough to grab the privkey, and also doesn't guarantee sending queries to all servers. This patch adds a new MODE_REPAIR which does both, and does a separate, distinct mapupdate to start wth repair cycle, instead of relying upon the (MODE_CHECK) mapupdate leftover from the filecheck that triggered the repair.",Python
"Mutable repair: use new MODE_REPAIR to query all servers *and* get privkey This fixes bug #1689. Repair was using MODE_READ to build the servermap, which doesn't try hard enough to grab the privkey, and also doesn't guarantee sending queries to all servers. This patch adds a new MODE_REPAIR which does both, and does a separate, distinct mapupdate to start wth repair cycle, instead of relying upon the (MODE_CHECK) mapupdate leftover from the filecheck that triggered the repair.",Python
InternetArchive - include fucking ugly hack so that player doesn't try to play flac non-existent flac files,JavaScript
some preops were screwed up,C
"Mutable repair: use new MODE_REPAIR to query all servers *and* get privkey This fixes bug #1689. Repair was using MODE_READ to build the servermap, which doesn't try hard enough to grab the privkey, and also doesn't guarantee sending queries to all servers. This patch adds a new MODE_REPAIR which does both, and does a separate, distinct mapupdate to start wth repair cycle, instead of relying upon the (MODE_CHECK) mapupdate leftover from the filecheck that triggered the repair.",Python
"Mutable repair: use new MODE_REPAIR to query all servers *and* get privkey This fixes bug #1689. Repair was using MODE_READ to build the servermap, which doesn't try hard enough to grab the privkey, and also doesn't guarantee sending queries to all servers. This patch adds a new MODE_REPAIR which does both, and does a separate, distinct mapupdate to start wth repair cycle, instead of relying upon the (MODE_CHECK) mapupdate leftover from the filecheck that triggered the repair.",Python
"ignore, damn you!",PHP
"ignore, damn you!",PHP
"Add a bullet point about ""I suck at C++""",C++
less crappy camera,JavaScript
Added an attempt to limit the number of jobs and this causes shit to explode even sooner. Reworked some of the split logic a little.,C
recreate existing errors - fixes crappy stacktrace,CoffeeScript
Soft constraints added using a test data set (screwed up the first commit),Python
emacs shit,VimL
removing (sorta) svn shit,JavaScript
FUCK,C++
"Update with more fingerings (damn you, composer!)",Perl
Removed the damn file,ASP
everything working except for sendlocation wtf,Java
fucking wont recognize admin bundle so lets throw it all together,Ruby
Crap didn't work. But now it does. :-P,C++
Fuck me.,C#
yes i suck,Lua
THE FUCKING STARS FINALLY WORKrails srails s ..all my hair and sanity is gone though,Ruby
Don't screw up prompt on zsh resume,VimL
fucking bundler,JavaScript
really crappy ability to pick up dropped possessions,JavaScript
"Removed namedtuple from inner loop, apparently they are slow as hell'",Python
fixed conf.py to not screw up build paths,C
fuck fuck holy shit fuck I think I finally fixed my shitty git fuck,JavaScript
tf101 crap and typos,Java
Initial scaffolding. Probably need to change name of strategy in Scout agent to FilteringStrategy. Need to unify nomenclature with FormattingStrategy. Maybe should change RetrievalTechnique to RetrievalStrategy...or Mechanism. Need to find way to make Mocha suck les balls. Yes. Les Balls was intentional.,JavaScript
removed crap Signed-off-by: Jonas Kalderstam <jonask@thep.lu.se>,Python
More hipster shit,Shell
fixed wtf,C++
class filer ass... github.com:sinuni/Fellesprosjektet Conflicts: Database/DBAppointment.class Database/DBEvent.class Database/DBTest.class Database/DBUser.class model/Message.class,Java
"*the undo class is there in spirit now. (I can't work in here, fucking drama students!)",Python
make it top whatever the fuck,Java
"screw you guys, Im going home",Java
